Sample,,Probe target info,Height,Area,Intra ratio,Pre ratio,Final ratio,Stdev,RefPop,SamPop,d(nt),Width
421A,[16p (n=3)].[TSC2-38],16-002.076651,2429,18827,0.85,0.8,0.85,0.12,Equal,Equal,-0.05,57
421A,[17p (n=3)].[TP53-10],17-007.514677,2001,22727,0.94,1.06,0.93,1,Equal,Equal,-0.03,76
421A,[17p (n=3)].[TP53-4b],17-007.519217,3794,31750,1.01,1.02,1.02,0.09,Equal,Equal,0.01,52
421A,[17p (n=3)].[TP53-1],17-007.531504,3336,28571,0.86,0.89,0.87,0.11,Equal,Equal,0.03,73
421A,[17q (n=5)].[NF1-18],17-026.577746,2075,22264,0.99,1.1,0.99,0.07,Equal,Equal,-0.02,73
421A,[17q (n=5)].[NF1-39],17-026.681489,3896,29182,0.97,0.96,0.99,0.08,Equal,Equal,0.03,51
421A,[17q (n=5)].[BRCA1-24],17-038.450829,2979,30822,0.99,1.08,1,0.08,Equal,Equal,-0.02,61
421A,[17q (n=5)].[BRCA1-15],17-038.479889,3922,36087,0.92,0.96,0.93,0.09,Equal,Equal,0.04,74
421A,[17q (n=5)].[BRCA1-6],17-038.510430,2671,20180,1.01,0.97,1.03,0.11,Equal,Equal,0.01,52
421A,[18q (n=2)].[SMAD4-4],18-046.829678,3176,28126,0.94,0.99,0.95,0.1,Equal,Equal,0.02,65
421A,[18q (n=2)].[SMAD4-12],18-046.858705,2716,30868,0.99,1.1,0.98,1,Equal,Equal,-0.05,86
421A,[19p (n=4)].[STK11-1],19-001.157954,2562,19223,0.91,0.87,0.92,0.11,Equal,Equal,0.03,52
421A,[19p (n=4)].[STK11-3],19-001.170331,2113,16696,0.95,0.93,0.96,0.11,Equal,Equal,0.02,54
421A,[19p (n=4)].[FKBP8-9],19-018.503959,2366,19980,0.92,0.92,0.93,0.11,Equal,Equal,0,57
421A,[19p (n=4)].[FKBP8-4],19-018.511130,2644,20165,0.98,0.96,0.98,0.12,Equal,Equal,0.04,51
421A,[22q (n=2)].[SMARCB1-1],22-022.459352,2491,20995,0.84,0.88,0.86,0.13,Equal,Equal,0.01,53
421A,[22q (n=2)].[SMARCB1-9],22-022.506421,2535,18295,0.95,0.9,0.96,0.08,Equal,Equal,0.01,45
421A,[Xq (n=2)].[AMER1-2],X-063.326842,782,7905,1.01,1.15,0.99,1,Equal,Equal,-0.03,44
421A,[Xq (n=2)].[AMER1-1],X-063.342134,2095,15118,1.08,0.98,1.08,0.22,Equal,Equal,0,49
421A,[References (n=12)].[PEX13*],02-061.126370,3133,36958,1.07,1.24,1.07,0.13,Equal,Equal,-0.02,101
421A,[References (n=12)].[COL3A1*],02-189.557818,3980,30374,0.99,0.96,1,0.08,Equal,Equal,0.05,57
421A,[References (n=12)].[WHSC1*],04-001.902193,2405,27794,0.96,1.08,0.95,1,Equal,Equal,-0.04,76
421A,[References (n=12)].[KLKB1*],04-187.390323,3741,27761,0.99,0.94,1,0.08,Equal,Equal,0.05,55
421A,[References (n=12)].[IL4*],05-132.037607,4345,28498,1.14,1.04,1.15,0.15,Equal,Equal,-0.01,30
421A,[References (n=12)].[EYS*],06-065.588251,3046,26514,0.93,0.98,0.94,0.11,Equal,Equal,0.02,52
421A,[References (n=12)].[SEC63*],06-108.321498,2747,30293,1.01,1.13,1.01,0.08,Equal,Equal,0,76
421A,[References (n=12)].[MTMR2*],11-095.238425,2358,19002,0.89,0.9,0.9,0.12,Equal,Equal,0.04,47
421A,[References (n=12)].[MYH7*],14-022.972596,3360,24901,1.02,0.96,1.03,0.1,Equal,Equal,0,65
421A,[References (n=12)].[SPG11*],15-042.653071,2436,25168,1.02,1.12,1.03,0.14,Equal,Equal,-0.02,69
421A,[References (n=12)].[PLCG2*],16-080.537323,2713,26363,0.95,1.02,0.96,0.09,Equal,Equal,-0.01,72
421A,[References (n=12)].[KCNJ6*],21-037.919589,2877,22729,1.03,0.93,1.04,0.21,Equal,Equal,0.02,68
421C,[01p (n=5)].[DVL1-1],01-001.274237,1816,13185,1.06,1.12,1.03,0.19,Equal,Equal,-0.05,44
421C,[01p (n=5)].[PRDM16-3],01-003.150503,1075,11255,1.07,1.01,1.07,0.2,Equal,Equal,-0.03,53
421C,[01p (n=5)].[CHD5-2],01-006.150830,1070,12102,1.29,1.21,1.29,0.31,Equal,Equal,-0.03,59
421C,[01p (n=5)].[CAMTA1-18],01-007.727575,1868,16441,1.07,1.04,1.07,0.13,Equal,Equal,0.04,57
421C,[01p (n=5)].[KIF1B-2],01-010.214967,2570,17931,1.04,1.09,1.04,0.17,Equal,Equal,0.07,46
421C,[03p (n=4)].[VHL-1],03-010.158544,2471,19788,1.1,1.11,1.09,0.21,Equal,Equal,-0.05,42
421C,[03p (n=4)].[VHL-2],03-010.163233,2060,19711,1.35,1.31,1.34,0.17,Increased1StdDevAboveArbitraryBorder,Increased1StdDevAboveArbitraryBorder,0.05,57
421C,[03p (n=4)].[FHIT-7],03-059.972109,1846,14761,1.18,1.19,1.18,0.21,Equal,Equal,-0.02,71
421C,[03p (n=4)].[FHIT-4],03-060.782680,1806,15331,1.09,1.08,1.09,0.21,Equal,Equal,0.01,44
421C,[05q (n=2)].[APC-12],05-112.182873,1293,10270,0.93,0.93,0.93,0.12,Equal,Equal,-0.01,56
421C,[05q (n=2)].[APC-18],05-112.206814,942,9754,1.07,1.02,1.04,1,Equal,Equal,-0.06,53
421C,[09p (n=3)].[CDKN2A-4],09-021.958641,2721,22469,0.99,1.02,0.99,0.14,Equal,Equal,-0.07,78
421C,[09p (n=3)].[CDKN2A-3],09-021.961213,2201,15475,1.03,1.08,1.02,0.12,Equal,Equal,0,52
421C,[09p (n=3)].[CDKN2B-1],09-021.998809,1434,14919,0.98,0.94,0.97,1,Equal,Equal,-0.02,54
421C,[09q (n=4)].[PTCH1-20],09-097.258441,2392,18117,0.94,0.97,0.94,0.11,Equal,Equal,-0.06,60
421C,[09q (n=4)].[PTCH1-5],09-097.284232,1626,13240,1.07,1.07,1.07,0.15,Equal,Equal,0.01,57
421C,[09q (n=4)].[TSC1-18],09-134.767854,2567,20864,0.97,0.96,0.97,1,Equal,Equal,-0.02,49
421C,[09q (n=4)].[TSC1-1],09-134.809748,2312,18801,0.98,0.99,0.97,0.14,Equal,Equal,-0.05,63
421C,[10q (n=3)].[PTEN-4],10-089.680713,1338,12337,0.87,0.85,0.87,0.14,Equal,Equal,0,59
421C,[10q (n=3)].[PTEN-5],10-089.682864,1666,15319,0.88,0.85,0.87,0.13,Equal,Equal,-0.01,53
421C,[10q (n=3)].[PTEN-8],10-089.710865,1316,12958,0.94,0.9,0.93,0.18,Equal,Equal,0.02,50
421C,[11p (n=2)].[WT1-11],11-032.366613,1561,17025,1.19,1.11,1.17,0.22,Equal,Equal,-0.03,63
421C,[11p (n=2)].[WT1-1],11-032.413841,1877,15552,0.99,1.01,0.98,0.16,Equal,Equal,0.01,80
421C,[13q (n=6)].[BRCA2-3],13-031.791351,1736,12713,0.78,0.81,0.78,0.12,Equal,Equal,-0.04,52
421C,[13q (n=6)].[BRCA2-9],13-031.803112,2202,17524,0.83,0.85,0.84,0.13,Equal,Equal,-0.02,67
421C,[13q (n=6)].[RB1-3],13-047.814761,1266,13608,0.82,0.77,0.81,0.1,Equal,Equal,-0.07,57
421C,[13q (n=6)].[RB1-25],13-047.948892,1903,16954,0.83,0.8,0.83,0.11,Equal,Equal,-0.02,53
421C,[13q (n=6)].[MIR15A-1],13-049.521254,3022,21873,0.79,0.82,0.78,0.1,Equal,Equal,0.04,53
421C,[13q (n=6)].[DLEU1-2],13-049.576833,2187,15125,0.83,0.88,0.84,0.15,Equal,Equal,0.01,51
421C,[16p (n=3)].[TSC2-1],16-002.038612,1821,12979,1.01,1.06,1,0.13,Equal,Equal,-0.02,57
421C,[16p (n=3)].[TSC2-25],16-002.067648,1176,10927,1.07,1.05,1.07,0.15,Equal,Equal,-0.02,49
421C,[16p (n=3)].[TSC2-38],16-002.076651,1953,15239,0.99,1.03,0.97,0.16,Equal,Equal,-0.01,60
421C,[17p (n=3)].[TP53-10],17-007.514677,969,10362,0.84,0.79,0.82,1,Equal,Equal,-0.03,49
421C,[17p (n=3)].[TP53-4b],17-007.519217,1949,15938,0.8,0.81,0.8,0.1,Equal,Equal,-0.06,66
421C,[17p (n=3)].[TP53-1],17-007.531504,1666,13801,0.68,0.68,0.68,0.1,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.05,56
421C,[17q (n=5)].[NF1-18],17-026.577746,1317,13797,1.13,1.08,1.12,0.14,Equal,Equal,0.02,71
421C,[17q (n=5)].[NF1-39],17-026.681489,2713,20014,1.03,1.05,1.03,0.13,Equal,Equal,-0.04,50
421C,[17q (n=5)].[BRCA1-24],17-038.450829,1922,18920,1.08,1.05,1.08,0.13,Equal,Equal,-0.03,49
421C,[17q (n=5)].[BRCA1-15],17-038.479889,2746,24005,1.03,1.02,1.02,0.14,Equal,Equal,0.04,70
421C,[17q (n=5)].[BRCA1-6],17-038.510430,2046,15294,1.14,1.18,1.14,0.18,Equal,Equal,-0.05,56
421C,[18q (n=2)].[SMAD4-4],18-046.829678,2118,18022,1.03,1.02,1.03,0.16,Equal,Equal,0.03,47
421C,[18q (n=2)].[SMAD4-12],18-046.858705,1670,18061,1.1,1.06,1.08,1,Equal,Equal,0.05,73
421C,[19p (n=4)].[STK11-1],19-001.157954,1930,14096,0.98,1.01,0.97,0.13,Equal,Equal,-0.03,46
421C,[19p (n=4)].[STK11-3],19-001.170331,1589,12512,1.08,1.1,1.07,0.14,Equal,Equal,-0.05,62
421C,[19p (n=4)].[FKBP8-9],19-018.503959,1830,14492,1.04,1.05,1.03,0.14,Equal,Equal,0,43
421C,[19p (n=4)].[FKBP8-4],19-018.511130,2010,14962,1.09,1.12,1.09,0.15,Equal,Equal,0.04,51
421C,[22q (n=2)].[SMARCB1-1],22-022.459352,1899,15404,1.02,1.02,1.02,0.17,Equal,Equal,0.01,46
421C,[22q (n=2)].[SMARCB1-9],22-022.506421,1967,14097,1.05,1.09,1.04,0.12,Equal,Equal,-0.02,55
421C,[Xq (n=2)].[AMER1-2],X-063.326842,425,4352,1.1,1.04,1.07,1,Equal,Equal,-0.03,48
421C,[Xq (n=2)].[AMER1-1],X-063.342134,1507,10722,1.04,1.1,1.02,0.21,Equal,Equal,-0.02,44
421C,[References (n=12)].[PEX13*],02-061.126370,2106,23622,1.35,1.26,1.33,0.19,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.02,81
421C,[References (n=12)].[COL3A1*],02-189.557818,2743,20857,1.02,1.05,1.02,0.12,Equal,Equal,-0.02,65
421C,[References (n=12)].[WHSC1*],04-001.902193,1456,16012,1.08,1.02,1.05,1,Equal,Equal,-0.03,80
421C,[References (n=12)].[KLKB1*],04-187.390323,3063,22310,1.16,1.2,1.16,0.15,Equal,Equal,0.01,59
421C,[References (n=12)].[IL4*],05-132.037607,2568,16607,0.9,0.96,0.9,0.15,Equal,Equal,-0.03,33
421C,[References (n=12)].[EYS*],06-065.588251,2206,18909,1.14,1.12,1.14,0.18,Equal,Equal,0.02,58
421C,[References (n=12)].[SEC63*],06-108.321498,1291,13771,0.86,0.82,0.85,0.11,Equal,Equal,0.01,64
421C,[References (n=12)].[MTMR2*],11-095.238425,1657,12974,0.97,0.97,0.96,0.14,Equal,Equal,-0.04,41
421C,[References (n=12)].[MYH7*],14-022.972596,2359,16832,0.98,1.02,0.97,0.12,Equal,Equal,-0.03,56
421C,[References (n=12)].[SPG11*],15-042.653071,1424,14448,1.06,1.02,1.06,0.16,Equal,Equal,0.02,49
421C,[References (n=12)].[PLCG2*],16-080.537323,1383,12574,0.79,0.77,0.79,0.1,Equal,Equal,-0.01,42
421C,[References (n=12)].[KCNJ6*],21-037.919589,1925,14339,0.88,0.94,0.89,0.21,Equal,Equal,-0.08,49
421E,[01p (n=5)].[DVL1-1],01-001.274237,1099,8156,0.61,0.66,0.6,0.21,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.01,43
421E,[01p (n=5)].[PRDM16-3],01-003.150503,492,6933,0.46,0.59,0.46,0.16,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.03,55
421E,[01p (n=5)].[CHD5-2],01-006.150830,610,8553,0.62,0.81,0.62,0.2,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.12,45
421E,[01p (n=5)].[CAMTA1-18],01-007.727575,1510,16239,0.79,0.97,0.79,0.23,Equal,Equal,-0.07,45
421E,[01p (n=5)].[KIF1B-2],01-010.214967,2997,22413,1.17,1.29,1.17,0.36,Equal,Equal,0.09,49
421E,[03p (n=4)].[VHL-1],03-010.158544,1282,11842,0.54,0.63,0.54,0.2,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.02,41
421E,[03p (n=4)].[VHL-2],03-010.163233,1453,16504,0.83,1.04,0.83,0.24,Equal,Equal,0.01,48
421E,[03p (n=4)].[FHIT-7],03-059.972109,2202,20595,1.32,1.56,1.33,0.43,Ambiguous,Ambiguous,0.01,50
421E,[03p (n=4)].[FHIT-4],03-060.782680,2131,21616,1.18,1.43,1.19,0.41,Equal,Equal,0.09,54
421E,[05q (n=2)].[APC-12],05-112.182873,1587,14086,1.02,1.21,1.03,0.31,Equal,Equal,0.08,53
421E,[05q (n=2)].[APC-18],05-112.206814,1277,16320,1.26,1.6,1.27,1,Equal,Equal,-0.12,63
421E,[09p (n=3)].[CDKN2A-4],09-021.958641,1883,18743,0.71,0.81,0.71,0.21,Equal,Equal,-0.16,76
421E,[09p (n=3)].[CDKN2A-3],09-021.961213,1546,11669,0.7,0.77,0.7,0.21,Equal,Equal,-0.02,51
421E,[09p (n=3)].[CDKN2B-1],09-021.998809,1278,17398,0.83,1.04,0.87,1,Equal,Equal,-0.16,65
421E,[09q (n=4)].[PTCH1-20],09-097.258441,1759,13992,0.63,0.71,0.63,0.2,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.03,46
421E,[09q (n=4)].[PTCH1-5],09-097.284232,2542,23966,1.54,1.84,1.55,0.51,Ambiguous,Ambiguous,0.1,63
421E,[09q (n=4)].[TSC1-18],09-134.767854,2415,22627,0.82,0.98,0.85,1,Equal,Equal,0.06,53
421E,[09q (n=4)].[TSC1-1],09-134.809748,1779,16723,0.72,0.84,0.72,0.24,Equal,Equal,0.03,72
421E,[10q (n=3)].[PTEN-4],10-089.680713,2996,34305,1.84,2.24,1.84,0.62,Increased1StdDevAboveArbitraryBorder,Ambiguous,0.03,69
421E,[10q (n=3)].[PTEN-5],10-089.682864,3522,41140,1.76,2.17,1.76,0.58,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.01,67
421E,[10q (n=3)].[PTEN-8],10-089.710865,3186,40438,2.13,2.66,2.1,0.67,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.02,91
421E,[11p (n=2)].[WT1-11],11-032.366613,1790,24389,1.17,1.5,1.14,0.33,Equal,Equal,-0.05,64
421E,[11p (n=2)].[WT1-1],11-032.413841,1005,9291,0.49,0.57,0.49,0.17,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.04,57
421E,[13q (n=6)].[BRCA2-3],13-031.791351,2335,17791,0.96,1.07,0.96,0.31,Equal,Equal,-0.01,46
421E,[13q (n=6)].[BRCA2-9],13-031.803112,2378,20204,0.81,0.93,0.81,0.25,Equal,Equal,0.04,65
421E,[13q (n=6)].[RB1-3],13-047.814761,2283,31993,1.32,1.7,1.3,0.39,Ambiguous,Ambiguous,-0.05,78
421E,[13q (n=6)].[RB1-25],13-047.948892,2805,30147,1.08,1.35,1.08,0.32,Equal,Equal,0.05,68
421E,[13q (n=6)].[MIR15A-1],13-049.521254,4456,34654,1.12,1.24,1.11,0.34,Equal,Equal,0.02,63
421E,[13q (n=6)].[DLEU1-2],13-049.576833,3160,24089,1.2,1.32,1.2,0.37,Equal,Equal,0.02,67
421E,[16p (n=3)].[TSC2-1],16-002.038612,1567,11166,0.79,0.87,0.79,0.23,Equal,Equal,0,45
421E,[16p (n=3)].[TSC2-25],16-002.067648,631,6973,0.52,0.63,0.52,0.18,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.1,41
421E,[16p (n=3)].[TSC2-38],16-002.076651,1153,9408,0.54,0.6,0.54,0.2,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.1,34
421E,[17p (n=3)].[TP53-10],17-007.514677,559,7671,0.43,0.55,0.44,1,Ambiguous,Ambiguous,-0.11,47
421E,[17p (n=3)].[TP53-4b],17-007.519217,1173,11285,0.46,0.54,0.46,0.14,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.1,52
421E,[17p (n=3)].[TP53-1],17-007.531504,1787,17438,0.68,0.82,0.69,0.25,Ambiguous,Ambiguous,0.1,51
421E,[17q (n=5)].[NF1-18],17-026.577746,1406,18446,1.09,1.37,1.08,0.33,Equal,Equal,-0.05,70
421E,[17q (n=5)].[NF1-39],17-026.681489,4036,33342,1.43,1.66,1.44,0.45,Ambiguous,Ambiguous,0,61
421E,[17q (n=5)].[BRCA1-24],17-038.450829,1821,22968,0.97,1.21,0.97,0.29,Equal,Equal,-0.11,58
421E,[17q (n=5)].[BRCA1-15],17-038.479889,2555,26813,0.89,1.07,0.9,0.3,Equal,Equal,0.08,55
421E,[17q (n=5)].[BRCA1-6],17-038.510430,2833,22414,1.44,1.63,1.45,0.46,Ambiguous,Ambiguous,-0.05,57
421E,[18q (n=2)].[SMAD4-4],18-046.829678,3436,36772,1.61,1.96,1.62,0.55,Ambiguous,Ambiguous,0.02,59
421E,[18q (n=2)].[SMAD4-12],18-046.858705,1757,23931,1.04,1.32,1.07,1,Equal,Equal,-0.12,76
421E,[19p (n=4)].[STK11-1],19-001.157954,1252,9964,0.6,0.68,0.6,0.2,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.05,44
421E,[19p (n=4)].[STK11-3],19-001.170331,829,7416,0.54,0.62,0.54,0.17,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.02,54
421E,[19p (n=4)].[FKBP8-9],19-018.503959,998,9175,0.54,0.63,0.54,0.18,Decreased1StdDevBelowArbitraryBorder,Ambiguous,-0.03,50
421E,[19p (n=4)].[FKBP8-4],19-018.511130,1262,10244,0.63,0.73,0.63,0.19,Decreased1StdDevBelowArbitraryBorder,Ambiguous,0.05,42
421E,[22q (n=2)].[SMARCB1-1],22-022.459352,1381,13662,0.72,0.86,0.72,0.26,Equal,Equal,0.04,52
421E,[22q (n=2)].[SMARCB1-9],22-022.506421,1057,7984,0.53,0.59,0.53,0.17,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.01,34
421E,[Xq (n=2)].[AMER1-2],X-063.326842,287,3692,0.65,0.83,0.65,1,Ambiguous,Ambiguous,-0.07,44
421E,[Xq (n=2)].[AMER1-1],X-063.342134,1171,8400,0.75,0.82,0.74,0.23,Equal,Equal,-0.04,30
421E,[References (n=12)].[PEX13*],02-061.126370,2619,38834,1.5,1.96,1.48,0.43,Ambiguous,Ambiguous,0,106
421E,[References (n=12)].[COL3A1*],02-189.557818,3451,28883,1.21,1.38,1.21,0.37,Equal,Equal,0.03,64
421E,[References (n=12)].[WHSC1*],04-001.902193,951,13610,0.64,0.82,0.66,1,Ambiguous,Ambiguous,-0.23,74
421E,[References (n=12)].[KLKB1*],04-187.390323,3802,30025,1.36,1.54,1.37,0.43,Ambiguous,Ambiguous,0.02,57
421E,[References (n=12)].[IL4*],05-132.037607,2941,19306,0.97,1.05,0.96,0.27,Equal,Equal,-0.04,29
421E,[References (n=12)].[EYS*],06-065.588251,3020,31165,1.44,1.75,1.45,0.5,Ambiguous,Ambiguous,0.06,64
421E,[References (n=12)].[SEC63*],06-108.321498,1719,23275,1.03,1.31,1.02,0.31,Equal,Equal,-0.08,79
421E,[References (n=12)].[MTMR2*],11-095.238425,2368,20788,1.26,1.48,1.27,0.43,Equal,Equal,0.09,67
421E,[References (n=12)].[MYH7*],14-022.972596,1274,9644,0.5,0.56,0.5,0.15,Decreased2StdDevBelowArbitraryBorder,Ambiguous,0.01,46
421E,[References (n=12)].[SPG11*],15-042.653071,1115,14030,0.75,0.94,0.74,0.22,Equal,Equal,-0.09,50
421E,[References (n=12)].[PLCG2*],16-080.537323,940,11089,0.53,0.65,0.53,0.16,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.13,63
421E,[References (n=12)].[KCNJ6*],21-037.919589,1473,11335,0.65,0.7,0.65,0.24,Ambiguous,Ambiguous,-0.15,43
421F,[01p (n=5)].[DVL1-1],01-001.274237,1678,12223,0.87,0.94,0.83,0.21,Equal,Equal,0,54
421F,[01p (n=5)].[PRDM16-3],01-003.150503,855,10328,0.84,0.83,0.82,0.2,Equal,Equal,-0.05,60
421F,[01p (n=5)].[CHD5-2],01-006.150830,866,10978,1,0.99,0.97,0.23,Equal,Equal,-0.08,51
421F,[01p (n=5)].[CAMTA1-18],01-007.727575,1788,17154,0.96,0.98,0.94,0.18,Equal,Equal,-0.02,47
421F,[01p (n=5)].[KIF1B-2],01-010.214967,3147,22616,1.15,1.24,1.13,0.24,Equal,Equal,0.08,38
421F,[03p (n=4)].[VHL-1],03-010.158544,1563,14370,0.69,0.73,0.68,0.19,Ambiguous,Ambiguous,-0.03,47
421F,[03p (n=4)].[VHL-2],03-010.163233,1422,15220,0.9,0.91,0.87,0.17,Equal,Equal,0.01,55
421F,[03p (n=4)].[FHIT-7],03-059.972109,1968,17195,1.19,1.24,1.17,0.28,Equal,Equal,0.06,45
421F,[03p (n=4)].[FHIT-4],03-060.782680,1866,17865,1.09,1.13,1.07,0.28,Equal,Equal,0.08,58
421F,[05q (n=2)].[APC-12],05-112.182873,1559,13064,1.03,1.07,1.01,0.2,Equal,Equal,0.08,53
421F,[05q (n=2)].[APC-18],05-112.206814,1117,13528,1.25,1.25,1.24,1,Equal,Equal,-0.07,54
421F,[09p (n=3)].[CDKN2A-4],09-021.958641,2518,24663,0.95,1.01,0.93,0.18,Equal,Equal,-0.14,90
421F,[09p (n=3)].[CDKN2A-3],09-021.961213,1940,13776,0.8,0.87,0.78,0.15,Equal,Equal,0.06,46
421F,[09p (n=3)].[CDKN2B-1],09-021.998809,1352,17523,0.98,0.98,1,1,Equal,Equal,-0.06,57
421F,[09q (n=4)].[PTCH1-20],09-097.258441,2448,19039,0.87,0.92,0.85,0.18,Equal,Equal,-0.02,47
421F,[09q (n=4)].[PTCH1-5],09-097.284232,2248,19890,1.4,1.45,1.37,0.31,Ambiguous,Ambiguous,0.11,47
421F,[09q (n=4)].[TSC1-18],09-134.767854,2865,25455,1.01,1.04,1.04,1,Equal,Equal,0.1,57
421F,[09q (n=4)].[TSC1-1],09-134.809748,2469,22161,1.01,1.06,0.98,0.22,Equal,Equal,0.03,65
421F,[10q (n=3)].[PTEN-4],10-089.680713,2711,28907,1.76,1.8,1.72,0.42,Increased1StdDevAboveArbitraryBorder,Ambiguous,0.05,65
421F,[10q (n=3)].[PTEN-5],10-089.682864,2945,32152,1.58,1.61,1.55,0.36,Increased1StdDevAboveArbitraryBorder,Ambiguous,-0.03,63
421F,[10q (n=3)].[PTEN-8],10-089.710865,2420,28077,1.74,1.76,1.68,0.4,Increased1StdDevAboveArbitraryBorder,Ambiguous,0,98
421F,[11p (n=2)].[WT1-11],11-032.366613,1629,20755,1.23,1.22,1.18,0.23,Equal,Equal,-0.01,77
421F,[11p (n=2)].[WT1-1],11-032.413841,1774,15111,0.84,0.89,0.82,0.19,Equal,Equal,0.03,56
421F,[13q (n=6)].[BRCA2-3],13-031.791351,2188,15989,0.86,0.92,0.84,0.19,Equal,Equal,0.07,51
421F,[13q (n=6)].[BRCA2-9],13-031.803112,2070,17342,0.72,0.76,0.71,0.15,Equal,Equal,0.01,60
421F,[13q (n=6)].[RB1-3],13-047.814761,1518,19000,0.98,0.97,0.94,0.18,Equal,Equal,-0.08,67
421F,[13q (n=6)].[RB1-25],13-047.948892,2070,20570,0.87,0.88,0.84,0.16,Equal,Equal,0.06,57
421F,[13q (n=6)].[MIR15A-1],13-049.521254,4027,28943,0.91,0.98,0.89,0.18,Equal,Equal,0.01,54
421F,[13q (n=6)].[DLEU1-2],13-049.576833,2669,19519,0.95,1.02,0.93,0.2,Equal,Equal,0.02,57
421F,[16p (n=3)].[TSC2-1],16-002.038612,1904,13233,0.91,0.98,0.88,0.17,Equal,Equal,0,52
421F,[16p (n=3)].[TSC2-25],16-002.067648,1015,10978,0.93,0.95,0.92,0.22,Equal,Equal,-0.07,50
421F,[16p (n=3)].[TSC2-38],16-002.076651,1816,14823,0.84,0.9,0.82,0.22,Equal,Equal,-0.1,49
421F,[17p (n=3)].[TP53-10],17-007.514677,670,8519,0.58,0.58,0.59,1,Ambiguous,Ambiguous,-0.13,56
421F,[17p (n=3)].[TP53-4b],17-007.519217,1138,11658,0.51,0.53,0.5,0.1,Decreased2StdDevBelowArbitraryBorder,Ambiguous,-0.08,58
421F,[17p (n=3)].[TP53-1],17-007.531504,1777,16510,0.71,0.73,0.7,0.18,Equal,Equal,0.04,48
421F,[17q (n=5)].[NF1-18],17-026.577746,1495,17984,1.26,1.27,1.23,0.25,Equal,Equal,-0.01,65
421F,[17q (n=5)].[NF1-39],17-026.681489,3622,29135,1.31,1.38,1.28,0.27,Equal,Equal,0.06,55
421F,[17q (n=5)].[BRCA1-24],17-038.450829,1930,23661,1.17,1.18,1.14,0.23,Equal,Equal,-0.11,56
421F,[17q (n=5)].[BRCA1-15],17-038.479889,2892,28434,1.05,1.08,1.04,0.24,Equal,Equal,0.05,51
421F,[17q (n=5)].[BRCA1-6],17-038.510430,2393,18681,1.22,1.29,1.2,0.27,Equal,Equal,-0.03,49
421F,[18q (n=2)].[SMAD4-4],18-046.829678,2876,28775,1.42,1.46,1.4,0.34,Ambiguous,Ambiguous,0.03,59
421F,[18q (n=2)].[SMAD4-12],18-046.858705,1751,22469,1.16,1.17,1.17,1,Equal,Equal,-0.08,68
421F,[19p (n=4)].[STK11-1],19-001.157954,1696,13019,0.79,0.84,0.77,0.17,Equal,Equal,-0.04,46
421F,[19p (n=4)].[STK11-3],19-001.170331,1281,10566,0.8,0.84,0.78,0.16,Equal,Equal,0.01,53
421F,[19p (n=4)].[FKBP8-9],19-018.503959,1319,11699,0.73,0.77,0.72,0.16,Equal,Equal,0.06,46
421F,[19p (n=4)].[FKBP8-4],19-018.511130,1664,13037,0.83,0.88,0.81,0.16,Equal,Equal,0.09,49
421F,[22q (n=2)].[SMARCB1-1],22-022.459352,1733,16764,0.97,1,0.95,0.25,Equal,Equal,0,47
421F,[22q (n=2)].[SMARCB1-9],22-022.506421,1655,12017,0.79,0.84,0.77,0.16,Equal,Equal,-0.01,40
421F,[Xq (n=2)].[AMER1-2],X-063.326842,416,4749,1.01,1.01,1.01,1,Equal,Equal,-0.01,43
421F,[Xq (n=2)].[AMER1-1],X-063.342134,1631,12232,1.05,1.13,1,0.22,Equal,Equal,-0.03,65
421F,[References (n=12)].[PEX13*],02-061.126370,2007,25714,1.25,1.24,1.2,0.22,Equal,Equal,-0.03,75
421F,[References (n=12)].[COL3A1*],02-189.557818,3323,26443,1.13,1.2,1.11,0.22,Equal,Equal,0.06,59
421F,[References (n=12)].[WHSC1*],04-001.902193,1218,15848,0.9,0.9,0.9,1,Equal,Equal,-0.1,71
421F,[References (n=12)].[KLKB1*],04-187.390323,4054,29968,1.37,1.46,1.34,0.29,Ambiguous,Ambiguous,0.02,43
421F,[References (n=12)].[IL4*],05-132.037607,3453,22978,1.1,1.2,1.07,0.2,Equal,Equal,-0.02,41
421F,[References (n=12)].[EYS*],06-065.588251,2816,27515,1.43,1.47,1.41,0.35,Ambiguous,Ambiguous,0.06,59
